fn,target_name,length,batch_size,trial,round,retry,attempt,api_attempt_start,api_attempt_end,accepted,sampled_unique,sampled_duplicate_count,sampling_strategy,sampling_mistake_count,sampling_boundary_count,sampling_anchor_count,sampling_fill_count,sampling_positive_count,sampling_negative_count,sampling_score_eval_errors,compile_error,weighted_error,alpha,batch_acc,train_acc,val_acc,test_acc,ensemble_train_acc,ensemble_val_acc,ensemble_test_acc,request_model,returned_model,prompt_tokens,completion_tokens,reasoning_tokens,pricing_model,input_rate_per_million,output_rate_per_million,estimated_input_cost_usd,estimated_output_cost_usd,estimated_total_cost_usd,tool_uses,duration_ms,repair_rounds_requested,repair_calls,repair_best_step,repair_gate_reason,repair_gate_weighted_error,repair_initial_batch_acc,repair_final_batch_acc,repair_history,whole_train_repair_rounds_requested,candidate_selection,candidate_selected,candidate_reject_reason,candidate_ensemble_train_acc,candidate_ensemble_val_acc,candidate_ensemble_test_acc,candidate_ensemble_val_drop,candidate_code_sha256,candidate_code_chars,candidate_source_count,candidate_source_stages,eval_errors
fn_p,htru2,8,256,1,1,1,1,1,1,True,256,0,weighted_random,,,,,128,128,,,0.109375,1.0485705593896184,0.890625,0.890625,0.94140625,0.9005,0.890625,0.94140625,0.9005,gpt-5.2-deep-learning-fundamentals,gpt-5.2-2025-12-11,21806,1947,1445,gpt-5.2,1.75,14.0,0.0381605,0.027257999999999998,0.06541849999999999,0,31263,0,0,0,repair_disabled,,0.890625,0.890625,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.890625, ""mistakes"": 28, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.890625, ""mistakes"": 28, ""accepted_as_best"": false}]",0,best_val_acc,True,,0.890625,0.94140625,0.9005,,44c8beb3e930bbcf70ba7ec36301731490b28ef7965e5e689dbf1633fbb77578,1137,1,initial,0
fn_p,htru2,8,256,1,1,2,2,2,2,False,256,0,weighted_random,,,,,128,128,,,0.08203125,1.207531538210368,0.91796875,0.91796875,0.921875,0.888,,,,gpt-5.2-deep-learning-fundamentals,gpt-5.2-2025-12-11,21806,2694,2282,gpt-5.2,1.75,14.0,0.0381605,0.037716,0.0758765,0,45786,0,0,0,repair_disabled,,0.91796875,0.91796875,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.91796875, ""mistakes"": 21, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.91796875, ""mistakes"": 21, ""accepted_as_best"": false}]",0,best_val_acc,False,,0.91796875,0.921875,0.888,,d34e0fe40a12cfe7e1eb7fedb65c2f20ac089707970758c653d827e649080b12,992,1,initial,0
fn_p,htru2,8,256,1,1,3,3,3,3,False,256,0,weighted_random,,,,,128,128,,,0.09375,1.134341770659182,0.90625,0.90625,0.8828125,0.8585,,,,gpt-5.2-deep-learning-fundamentals,gpt-5.2-2025-12-11,21806,2748,2535,gpt-5.2,1.75,14.0,0.0381605,0.038472,0.07663249999999999,0,43681,0,0,0,repair_disabled,,0.90625,0.90625,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.90625, ""mistakes"": 24, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.90625, ""mistakes"": 24, ""accepted_as_best"": false}]",0,best_val_acc,False,,0.90625,0.8828125,0.8585,,2c47e9e535c453fc5f2b3f6505b1e27a8703475ce81bde006c19adec6be20f49,424,1,initial,0
fn_p,htru2,8,256,1,1,4,4,4,4,False,256,0,weighted_random,,,,,128,128,,,0.0703125,1.290949457887655,0.9296875,0.9296875,0.9140625,0.9045,,,,gpt-5.2-deep-learning-fundamentals,gpt-5.2-2025-12-11,21806,3587,3061,gpt-5.2,1.75,14.0,0.0381605,0.050218,0.0883785,0,59532,0,0,0,repair_disabled,,0.9296875,0.9296875,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.9296875, ""mistakes"": 18, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.9296875, ""mistakes"": 18, ""accepted_as_best"": false}]",0,best_val_acc,False,,0.9296875,0.9140625,0.9045,,2b767220888a2c999ee942f0bf8dbd5de53ac3859adccb9089274336dd2b708b,1192,1,initial,0
fn_p,htru2,8,256,1,1,5,5,5,5,False,256,0,weighted_random,,,,,128,128,,,0.12109375,0.9910565988596369,0.87890625,0.87890625,0.87109375,0.8395,,,,gpt-5.2-deep-learning-fundamentals,gpt-5.2-2025-12-11,21806,2750,2323,gpt-5.2,1.75,14.0,0.0381605,0.0385,0.07666049999999999,0,49965,0,0,0,repair_disabled,,0.87890625,0.87890625,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.87890625, ""mistakes"": 31, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.87890625, ""mistakes"": 31, ""accepted_as_best"": false}]",0,best_val_acc,False,,0.87890625,0.87109375,0.8395,,854c5f703401851048bfd5fe8d370b1473c3ca9e075986eddc1abf68f9f23aef,998,1,initial,0
fn_p,htru2,8,256,1,1,6,6,6,6,False,256,0,weighted_random,,,,,128,128,,,0.08203125,1.207531538210368,0.91796875,0.91796875,0.921875,0.9045,,,,gpt-5.2-deep-learning-fundamentals,gpt-5.2-2025-12-11,21806,3687,3161,gpt-5.2,1.75,14.0,0.0381605,0.051618000000000004,0.08977850000000001,0,73937,0,0,0,repair_disabled,,0.91796875,0.91796875,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.91796875, ""mistakes"": 21, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.91796875, ""mistakes"": 21, ""accepted_as_best"": false}]",0,best_val_acc,False,,0.91796875,0.921875,0.9045,,c7e2486681513a0d988c3a0c339aeb0ca1dbfa428838a30e9fff6004917d8b90,1267,1,initial,0
fn_p,htru2,8,256,1,1,7,7,7,7,False,256,0,weighted_random,,,,,128,128,,,0.09375,1.134341770659182,0.90625,0.90625,0.87890625,0.8565,,,,gpt-5.2-deep-learning-fundamentals,gpt-5.2-2025-12-11,21806,2505,2169,gpt-5.2,1.75,14.0,0.0381605,0.03507,0.0732305,0,43159,0,0,0,repair_disabled,,0.90625,0.90625,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.90625, ""mistakes"": 24, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.90625, ""mistakes"": 24, ""accepted_as_best"": false}]",0,best_val_acc,False,,0.90625,0.87890625,0.8565,,46dd3e49403d4a53597cfd219642f34b101da24b6d08cb9cd9729c27b7b435f7,789,1,initial,0
fn_p,htru2,8,256,1,1,8,8,8,8,False,256,0,weighted_random,,,,,128,128,,,0.0703125,1.290949457887655,0.9296875,0.9296875,0.9375,0.9095,,,,gpt-5.2-deep-learning-fundamentals,gpt-5.2-2025-12-11,21806,3995,3556,gpt-5.2,1.75,14.0,0.0381605,0.05593000000000001,0.09409050000000001,0,74764,0,0,0,repair_disabled,,0.9296875,0.9296875,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.9296875, ""mistakes"": 18, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.9296875, ""mistakes"": 18, ""accepted_as_best"": false}]",0,best_val_acc,False,,0.9296875,0.9375,0.9095,,fd333d6ce80cd55ca2a26d5a0fdcf6eb347034d9c69b592013fcc53bcf3cbe70,1079,1,initial,0
fn_p,htru2,8,256,1,1,9,9,9,9,False,256,0,weighted_random,,,,,128,128,,,0.13671875,0.9214073200141696,0.86328125,0.86328125,0.85546875,0.8285,,,,gpt-5.2-deep-learning-fundamentals,gpt-5.2-2025-12-11,21806,1910,1549,gpt-5.2,1.75,14.0,0.0381605,0.02674,0.0649005,0,34392,0,0,0,repair_disabled,,0.86328125,0.86328125,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.86328125, ""mistakes"": 35, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.86328125, ""mistakes"": 35, ""accepted_as_best"": false}]",0,best_val_acc,False,,0.86328125,0.85546875,0.8285,,3cc8c63caed75776224fdf80215b89095fd685b9d5b4eb7e5871e6f18a02dc3c,883,1,initial,0
fn_p,htru2,8,256,1,1,10,10,10,10,False,256,0,weighted_random,,,,,128,128,,,0.09375,1.134341770659182,0.90625,0.90625,0.89453125,0.8595,,,,gpt-5.2-deep-learning-fundamentals,gpt-5.2-2025-12-11,21806,3165,2645,gpt-5.2,1.75,14.0,0.0381605,0.044309999999999995,0.0824705,0,47627,0,0,0,repair_disabled,,0.90625,0.90625,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.90625, ""mistakes"": 24, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.90625, ""mistakes"": 24, ""accepted_as_best"": false}]",0,best_val_acc,False,,0.90625,0.89453125,0.8595,,5202b30460a9c987d875d753cfcf0509e87e216ec88e38816cb5b9613ca61a3c,1303,1,initial,0
