fn,target_name,length,batch_size,trial,round,retry,attempt,api_attempt_start,api_attempt_end,accepted,sampled_unique,sampled_duplicate_count,sampling_strategy,sampling_mistake_count,sampling_boundary_count,sampling_anchor_count,sampling_fill_count,sampling_positive_count,sampling_negative_count,sampling_score_eval_errors,compile_error,weighted_error,alpha,batch_acc,train_acc,val_acc,test_acc,ensemble_train_acc,ensemble_val_acc,ensemble_test_acc,request_model,returned_model,prompt_tokens,completion_tokens,reasoning_tokens,pricing_model,input_rate_per_million,output_rate_per_million,estimated_input_cost_usd,estimated_output_cost_usd,estimated_total_cost_usd,tool_uses,duration_ms,repair_rounds_requested,repair_calls,repair_best_step,repair_gate_reason,repair_gate_weighted_error,repair_initial_batch_acc,repair_final_batch_acc,repair_history,whole_train_repair_rounds_requested,candidate_selection,candidate_selected,candidate_reject_reason,candidate_ensemble_train_acc,candidate_ensemble_val_acc,candidate_ensemble_test_acc,candidate_ensemble_val_drop,candidate_code_sha256,candidate_code_chars,candidate_source_count,candidate_source_stages,eval_errors
fn_p,htru2,8,256,1,1,1,1,1,1,True,256,0,weighted_random,,,,,128,128,,,0.078125,1.2340497657358096,0.921875,0.921875,0.90625,0.8945,0.921875,0.90625,0.8945,gpt-5.4-nano,gpt-5.4-nano,21806,2986,2742,,,,0.0,0.0,0.0,0,40768,0,0,0,repair_disabled,,0.921875,0.921875,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.921875, ""mistakes"": 20, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.921875, ""mistakes"": 20, ""accepted_as_best"": false}]",0,best_val_acc,True,,0.921875,0.90625,0.8945,,433e62f925355dc204a9f881ae8c307b5be3c3e83dd1ee95633547b9d9f21724,523,1,initial,0
fn_p,htru2,8,256,1,1,2,2,2,2,False,256,0,weighted_random,,,,,128,128,,,0.21875,0.6364828379064438,0.78125,0.78125,0.78125,0.773,,,,gpt-5.4-nano,gpt-5.4-nano,21806,1002,804,,,,0.0,0.0,0.0,0,24192,0,0,0,repair_disabled,,0.78125,0.78125,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.78125, ""mistakes"": 56, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.78125, ""mistakes"": 56, ""accepted_as_best"": false}]",0,best_val_acc,False,,0.78125,0.78125,0.773,,eb13b928c17d63e24f7a7aacae13b2d43e2d1fcde9052b1a348ee362fe27dc20,476,1,initial,0
fn_p,htru2,8,256,1,1,3,3,3,3,False,256,0,weighted_random,,,,,128,128,,,0.1328125,0.938158428628059,0.8671875,0.8671875,0.8671875,0.856,,,,gpt-5.4-nano,gpt-5.4-nano,21806,2112,1870,,,,0.0,0.0,0.0,0,22255,0,0,0,repair_disabled,,0.8671875,0.8671875,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.8671875, ""mistakes"": 34, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.8671875, ""mistakes"": 34, ""accepted_as_best"": false}]",0,best_val_acc,False,,0.8671875,0.8671875,0.856,,0fcb2483e22c182ed257333327ca02719c54f8eb249779f33eddd65dba6ab4ad,546,1,initial,0
fn_p,htru2,8,256,1,1,4,4,4,4,False,256,0,weighted_random,,,,,128,128,,no_code_found,,,,,,,,,,gpt-5.4-nano,,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,,,,,,,0,best_val_acc,False,,,,,,,0,0,,
fn_p,htru2,8,256,1,1,5,5,5,5,False,256,0,weighted_random,,,,,128,128,,no_code_found,,,,,,,,,,gpt-5.4-nano,,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,,,,,,,0,best_val_acc,False,,,,,,,0,0,,
fn_p,htru2,8,256,1,1,6,6,6,6,False,256,0,weighted_random,,,,,128,128,,no_code_found,,,,,,,,,,gpt-5.4-nano,,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,,,,,,,0,best_val_acc,False,,,,,,,0,0,,
fn_p,htru2,8,256,1,1,7,7,7,7,False,256,0,weighted_random,,,,,128,128,,no_code_found,,,,,,,,,,gpt-5.4-nano,,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,,,,,,,0,best_val_acc,False,,,,,,,0,0,,
fn_p,htru2,8,256,1,1,8,8,8,8,False,256,0,weighted_random,,,,,128,128,,no_code_found,,,,,,,,,,gpt-5.4-nano,,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,,,,,,,0,best_val_acc,False,,,,,,,0,0,,
fn_p,htru2,8,256,1,1,9,9,9,9,False,256,0,weighted_random,,,,,128,128,,no_code_found,,,,,,,,,,gpt-5.4-nano,,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,,,,,,,0,best_val_acc,False,,,,,,,0,0,,
fn_p,htru2,8,256,1,1,10,10,10,10,False,256,0,weighted_random,,,,,128,128,,no_code_found,,,,,,,,,,gpt-5.4-nano,,0,0,0,,,,0.0,0.0,0.0,0,0,0,0,,,,,,,0,best_val_acc,False,,,,,,,0,0,,
